"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue","avgBedrooms","avgRooms","fold_id","preds","residuals"
-122.24,37.76,52,2567,436,1119,415,4.6094,229300,1.05060240963855,6.1855421686747,4,276103.784676592,-46803.7846765919
-122.1,37.69,30,3115,625,1444,568,3.7222,195800,1.10035211267606,5.48415492957746,4,196897.104979118,-1097.10497911792
-122.08,37.71,38,3716,657,1784,652,4.8237,220900,1.00766871165644,5.69938650306749,4,220945.653387825,-45.6533878248592
-122.08,37.7,32,2718,447,1156,410,5.2497,259300,1.09024390243902,6.62926829268293,4,261513.597486855,-2213.59748685465
-122.08,37.7,25,3402,758,1645,710,3.4934,209900,1.06760563380282,4.79154929577465,4,209465.652948671,434.347051328892
-122.08,37.68,37,848,202,314,205,2.3958,190800,0.985365853658537,4.13658536585366,4,201974.00963733,-11174.0096373302
-122.14,37.73,51,2619,403,922,393,4.6042,251900,1.02544529262087,6.66412213740458,4,279798.42063193,-27898.4206319301
-122.15,37.74,52,1394,223,545,230,3.95,219000,0.969565217391304,6.06086956521739,4,231672.957970508,-12672.9579705083
-122.15,37.73,52,1028,129,317,143,4.9135,275000,0.902097902097902,7.18881118881119,4,311326.866723494,-36326.8667234937
-122.18,37.72,45,1498,313,1003,305,3.8047,156700,1.02622950819672,4.91147540983607,4,134935.742868493,21764.2571315069
-122.18,37.7,35,2562,554,1398,525,3.3906,178900,1.0552380952381,4.88,4,164902.829512741,13997.1704872591
-122.16,37.72,10,2229,601,877,485,3.3431,137500,1.23917525773196,4.59587628865979,4,177618.391473826,-40118.3914738259
-122.15,37.73,28,2215,587,830,573,2.1898,141700,1.02443280977312,3.86561954624782,4,147031.73329204,-5331.73329203977
-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,1.08835758835759,4.33367983367983,4,183442.402839931,-26042.4028399309
-122.13,37.73,33,1996,268,686,270,6.9096,341800,0.992592592592593,7.39259259259259,4,387595.225084811,-45795.2250848106
-122.13,37.72,45,2315,451,1006,444,3.524,186200,1.01576576576577,5.21396396396396,4,187527.853288648,-1327.85328864784
-122.14,37.71,27,3094,866,1364,789,2.6101,181700,1.09759188846641,3.92141951837769,4,222861.338858979,-41161.3388589794
-122.14,37.71,18,3905,1007,2197,1044,3.6932,166800,0.96455938697318,3.7404214559387,4,202457.127221827,-35657.1272218268
-122.16,37.7,36,1097,208,568,225,2.9917,194600,0.924444444444444,4.87555555555556,4,158935.047551525,35664.9524484746
-122.16,37.7,36,1719,303,836,311,4.4375,193500,0.97427652733119,5.52733118971061,4,196877.493152729,-3377.49315272929
-122.17,37.7,24,1755,365,952,362,4,202600,1.00828729281768,4.84806629834254,4,187486.816730325,15113.1832696749
-122.16,37.68,16,1687,348,568,352,2.3869,83300,0.988636363636364,4.79261363636364,4,144047.863047717,-60747.8630477174
-122.14,37.68,27,3337,613,1489,607,3.6364,219200,1.00988467874794,5.49752883031301,4,210355.502625641,8844.49737435937
-122.14,37.68,31,3184,716,1561,628,2.7955,183100,1.14012738853503,5.07006369426752,4,174996.320678982,8103.67932101816
-122.11,37.7,29,1298,306,835,338,2.3274,170400,0.905325443786982,3.84023668639053,4,144145.553206535,26254.4467934646
-122.09,37.67,48,1252,305,673,308,2.3357,175000,0.99025974025974,4.06493506493506,4,152642.700616221,22357.2993837794
-122.09,37.68,41,1382,353,704,314,3.5114,197500,1.12420382165605,4.40127388535032,4,176093.429497612,21406.5705023881
-122.09,37.69,43,500,110,273,120,3.3125,150000,0.916666666666667,4.16666666666667,4,181097.430380835,-31097.4303808355
-122.1,37.68,37,1352,342,691,324,3.4032,196900,1.05555555555556,4.17283950617284,4,168612.831671611,28287.1683283888
-122.1,37.67,34,3659,897,2479,903,2.9564,150500,0.993355481727575,4.05204872646733,4,168740.963223166,-18240.9632231657
-122.12,37.68,35,1958,484,1146,448,2.95,148900,1.08035714285714,4.37053571428571,4,166567.332307911,-17667.3323079112
-122.12,37.68,37,2412,394,975,375,4.0417,191100,1.05066666666667,6.432,4,210513.381079426,-19413.3810794264
-122.13,37.68,44,2147,399,1175,401,4.1974,179300,0.99501246882793,5.35411471321696,4,182530.840526521,-3230.84052652121
-122.14,37.68,35,2976,518,1424,538,4.267,210300,0.962825278810409,5.53159851301115,4,206805.627098532,3494.37290146755
-122.15,37.67,35,2472,398,1171,390,5.5797,198100,1.02051282051282,6.33846153846154,4,239346.745595402,-41246.7455954024
-122.13,37.67,38,2012,347,880,332,3.1734,181600,1.04518072289157,6.06024096385542,4,163906.845393225,17693.1546067746
-122.14,37.67,37,3342,569,1635,557,4.7933,186900,1.02154398563734,6,4,218298.543221106,-31398.5432211064
-122.13,37.67,40,1748,318,914,317,3.8676,184000,1.00315457413249,5.51419558359621,4,174235.538058662,9764.461941338
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,0.981268011527378,4.94092219020173,4,189407.231632512,-4707.23163251206
-122.05,37.68,32,2015,318,1019,340,6.1104,240700,0.935294117647059,5.9264705882353,4,267743.870181639,-27043.8701816389
-122.07,37.67,27,3239,671,1469,616,3.2465,230600,1.08928571428571,5.25811688311688,4,211246.557186838,19353.4428131619
-122.08,37.66,37,1997,436,1349,437,2.1382,166600,0.997711670480549,4.56979405034325,4,113953.546617182,52646.4533828177
-122.1,37.66,37,901,191,599,206,3.7303,149700,0.927184466019418,4.37378640776699,4,158659.400632484,-8959.40063248362
-122.1,37.66,35,686,142,480,149,3.875,162100,0.953020134228188,4.60402684563758,4,158716.165315985,3383.8346840154
-122.09,37.65,27,2630,722,1414,634,2.8203,195200,1.13880126182965,4.14826498422713,4,193354.21825811,1845.78174189004
-122.09,37.65,35,1184,200,572,194,4.7143,193800,1.03092783505155,6.10309278350515,4,227566.889571356,-33766.8895713556
-122.1,37.66,34,656,115,342,112,4.6875,200600,1.02678571428571,5.85714285714286,4,198364.710002083,2235.28999791748
-122.1,37.64,28,1784,311,735,278,4.6635,206700,1.11870503597122,6.41726618705036,4,245225.771810556,-38525.7718105563
-122.1,37.65,31,1797,327,796,319,4.4427,204500,1.02507836990596,5.63322884012539,4,226271.391134633,-21771.3911346332
-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200,1.04367934224049,5.11973278520041,4,188535.691723664,-1335.69172366353
-122.13,37.66,19,862,167,407,183,4.3456,163000,0.912568306010929,4.7103825136612,4,204769.704633167,-41769.7046331669
-122.11,37.64,8,3592,849,1907,746,3.6708,197900,1.13806970509383,4.81501340482574,4,193847.601660134,4052.39833986561
-122.12,37.64,40,432,102,264,77,3.8875,228100,1.32467532467532,5.61038961038961,4,149179.044232551,78920.9557674494
-122.09,37.64,36,1180,212,664,200,5.2838,172600,1.06,5.9,4,210770.902832648,-38170.9028326479
-122.04,37.62,35,1032,173,453,176,6.396,208500,0.982954545454545,5.86363636363636,4,311569.485533073,-103069.485533073
-122.04,37.61,36,1151,216,727,215,4.1719,187000,1.0046511627907,5.35348837209302,4,183576.591131543,3423.40886845667
-122.08,37.62,17,2485,518,1139,550,2.6875,157300,0.941818181818182,4.51818181818182,4,167589.821631987,-10289.8216319865
-122.08,37.63,35,517,108,391,107,4.0682,156900,1.00934579439252,4.83177570093458,4,172771.018547497,-15871.0185474966
-121.99,37.61,9,3666,711,2341,703,4.6458,217000,1.01137980085349,5.21479374110953,4,191252.69137468,25747.30862532
-122.02,37.6,36,1633,345,1382,338,3.694,159600,1.0207100591716,4.83136094674556,4,146655.918733944,12944.0812660561
-122.02,37.6,31,2155,522,1858,437,2.652,159800,1.19450800915332,4.93135011441648,4,138976.965966527,20823.034033473
-122.04,37.6,17,3314,638,1873,602,4.3875,238500,1.05980066445183,5.50498338870432,4,199752.867460826,38747.1325391741
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,0.999215070643642,4.90031397174254,4,215871.838568359,-3371.83856835938
-122.02,37.59,18,1165,333,855,319,3.6923,213200,1.04388714733542,3.65203761755486,4,180436.130677122,32763.8693228777
-122.02,37.58,15,3052,760,2097,728,3.3617,178100,1.04395604395604,4.19230769230769,4,196235.674271182,-18135.6742711822
-122.01,37.58,17,4313,717,2629,721,5.7579,231800,0.994452149791956,5.98196948682386,4,241770.482961122,-9970.48296112212
-121.97,37.57,21,4342,783,2172,789,4.6146,247600,0.992395437262357,5.50316856780735,4,237132.841575512,10467.158424488
-122.01,37.57,14,16199,2993,8117,2847,5.8322,281800,1.05128205128205,5.68984896382157,4,280134.752319508,1665.24768049165
-121.93,37.49,5,1150,311,648,245,3.5714,3e+05,1.26938775510204,4.69387755102041,4,227399.843017604,72600.1569823961
-122.07,37.52,3,14014,2861,7205,2753,6.0824,273500,1.03922993098438,5.0904467853251,4,316660.878223353,-43160.8782233529
-122.02,37.56,35,1716,312,914,316,5.5737,214500,0.987341772151899,5.43037974683544,4,237350.874180959,-22850.8741809592
-122.01,37.56,24,2563,485,1174,501,3.8179,216100,0.968063872255489,5.11576846307385,4,242117.934035307,-26017.9340353073
-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800,1.0268857356236,3.83345780433159,4,187851.073586391,32948.926413609
-121.93,37.54,25,1354,192,596,220,6.629,352400,0.872727272727273,6.15454545454545,4,293391.427868295,59008.5721317055
-121.94,37.54,27,3715,526,1631,538,6.2179,305300,0.977695167286245,6.90520446096654,4,296098.298223527,9201.70177647268
-121.96,37.54,14,5106,1207,2738,1108,3.9909,236000,1.08935018050542,4.60830324909747,4,237561.241992463,-1561.24199246307
-121.97,37.54,28,2312,496,1344,467,4.7135,203200,1.06209850107066,4.95074946466809,4,224551.274034941,-21351.2740349413
-121.98,37.53,26,3179,703,2142,639,4.1947,222700,1.10015649452269,4.97496087636933,4,219932.23642083,2767.76357917048
-121.99,37.54,26,2332,371,1285,404,5.388,225000,0.918316831683168,5.77227722772277,4,245804.601993063,-20804.6019930627
-122,37.55,27,6103,1249,3026,1134,4.1591,332400,1.10141093474427,5.38183421516755,4,270653.721114873,61746.2788851275
-122.01,37.54,32,2572,406,1128,395,5,287600,1.02784810126582,6.51139240506329,4,260966.070153749,26633.9298462513
-122,37.54,26,1910,371,852,357,5.8325,298900,1.03921568627451,5.35014005602241,4,271653.079141908,27246.9208580924
-122.01,37.53,27,1890,303,889,314,5.7057,287600,0.964968152866242,6.01910828025478,4,250684.578261164,36915.4217388358
-121.91,37.47,13,5377,744,2759,760,6.868,337300,0.978947368421053,7.075,4,332406.546255022,4893.45374497795
-122.03,37.55,22,9167,1373,4319,1404,6.992,284800,0.977920227920228,6.52920227920228,4,366720.50782594,-81920.5078259396
-122.04,37.55,23,3170,532,1446,515,4.4357,291700,1.03300970873786,6.15533980582524,4,271803.177658956,19896.8223410438
-122.03,37.53,18,1746,437,1268,404,3.256,183300,1.08168316831683,4.32178217821782,4,210273.481457799,-26973.4814577989
-121.92,37.72,22,4638,716,2302,687,5.347,219500,1.04221251819505,6.75109170305677,4,242922.544029364,-23422.5440293635
-121.92,37.69,13,3742,555,1590,559,7.316,285400,0.992844364937388,6.69409660107334,4,335393.82805044,-49993.8280504395
-121.91,37.68,18,3631,547,1700,520,5.817,257300,1.05192307692308,6.98269230769231,4,263855.049250565,-6555.0492505653
-121.88,37.67,16,4070,624,1543,577,6.5214,311500,1.08145580589255,7.05372616984402,4,310773.324422158,726.675577841699
-121.9,37.67,15,2130,273,876,285,7.2639,332400,0.957894736842105,7.47368421052632,4,327135.595580251,5264.40441974933
-121.87,37.66,39,522,116,161,102,2.4896,238500,1.13725490196078,5.11764705882353,4,164608.523536183,73891.4764638171
-121.87,37.67,28,1812,294,853,278,4.9879,229400,1.05755395683453,6.51798561151079,4,203551.439407698,25848.5605923018
-121.85,37.72,43,228,40,83,42,10.3203,4e+05,0.952380952380952,5.42857142857143,4,342080.752782115,57919.2472178849
-121.82,37.73,47,127,23,51,21,4.3472,375000,1.0952380952381,6.04761904761905,4,176178.744130524,198821.255869476
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,1.21676067687349,4.96293311845286,4,218298.543221106,-78998.5432211064
-121.62,37.61,26,1786,306,771,279,5.7239,430600,1.09677419354839,6.40143369175627,4,259507.141923698,171092.858076302
-121.72,37.7,17,1671,352,729,252,6.1023,450000,1.3968253968254,6.63095238095238,4,237213.182285704,212786.817714296
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400,1.04470588235294,5.68,4,198275.068388978,-5875.06838897752
-121.77,37.74,25,494,81,254,85,9.1531,418800,0.952941176470588,5.81176470588235,4,364390.372789046,54409.627210954
-121.77,37.68,36,1687,372,950,372,3.5532,158400,1,4.53494623655914,4,165654.261522946,-7254.26152294554
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,1.0334288443171,6.01337153772684,4,181687.038817075,6712.96118292457
-121.75,37.68,35,1755,299,702,263,5.2443,183400,1.13688212927757,6.67300380228137,4,226374.86361829,-42974.8636182897
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,1.10683760683761,6.45940170940171,4,275449.588399601,74550.4116003991
-119.78,38.69,17,1364,282,338,152,2.45,117600,1.85526315789474,8.97368421052632,4,96619.0433168742,20980.9566831258
-120.56,38.48,14,3545,702,946,411,3.4609,120900,1.70802919708029,8.62530413625304,4,137996.861145017,-17096.8611450173
-120.79,38.54,34,1133,254,495,187,2.05,68900,1.35828877005348,6.05882352941176,4,93765.7005093511,-24865.7005093511
-120.79,38.43,40,1391,246,546,214,3.9107,129800,1.14953271028037,6.5,4,139059.232072186,-9259.23207218645
-120.97,38.42,16,1748,322,4930,287,4.3029,121900,1.1219512195122,6.09059233449477,4,118046.511761552,3853.48823844797
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,1.12328767123288,6.37214611872146,4,139377.010639009,-36377.0106390092
-120.77,38.38,15,4221,816,1737,743,2.3125,128600,1.09825033647376,5.68102288021534,4,126581.977310007,2018.02268999281
-120.71,38.34,16,1257,231,559,213,4.4531,144300,1.08450704225352,5.90140845070423,4,144009.009946745,290.990053255344
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,1.05622489959839,5.12248995983936,4,106913.17891308,10886.8210869204
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,1.13138686131387,4.29014598540146,4,101144.543188119,1155.45681188065
-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300,1.07078584283143,4.35152969406119,4,83647.7660501243,3652.23394987574
-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,0.975865687303253,5.38562434417629,4,121374.273311673,21225.7266883267
-121.86,39.75,18,1651,309,856,293,3.5046,118300,1.05460750853242,5.63481228668942,4,114640.371002707,3659.62899729332
-121.87,39.74,7,1737,290,747,265,3.9,147000,1.09433962264151,6.55471698113208,4,152009.631490838,-5009.63149083764
-121.85,39.75,39,568,127,267,129,1.8095,78100,0.984496124031008,4.4031007751938,4,97715.7550234168,-19615.7550234168
-121.85,39.74,41,2901,689,1426,632,1.5633,84500,1.09018987341772,4.59018987341772,4,70923.2959290941,13576.7040709059
-121.85,39.73,52,444,80,1107,98,3.4191,137500,0.816326530612245,4.53061224489796,4,64407.3930655004,73092.6069344996
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,1.07199367088608,5.70569620253165,4,111160.369216751,11439.6307832486
-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300,1.10399257195915,5.28319405756732,4,94441.4477193193,21858.5522806807
-121.82,39.73,33,2242,517,1160,449,1.7426,60300,1.15144766146993,4.99331848552339,4,75157.7143776252,-14857.7143776252
-121.77,39.66,20,3759,609,1705,600,4.712,158600,1.015,6.265,4,156616.562412015,1983.43758798484
-121.68,39.82,15,3996,748,1786,728,3.5189,141300,1.02747252747253,5.48901098901099,4,121311.140379718,19988.8596202817
-121.6,39.8,10,1742,307,721,312,2.4537,117900,0.983974358974359,5.58333333333333,4,110090.636406804,7809.36359319638
-121.63,39.82,11,3974,727,1610,634,2.6147,107700,1.14668769716088,6.26813880126183,4,107785.238869743,-85.2388697432762
-121.58,39.76,19,2487,485,1110,453,3.1061,110200,1.07064017660044,5.49006622516556,4,101513.456397057,8686.54360294284
-121.71,39.71,17,2748,556,1174,514,3.066,102600,1.08171206225681,5.34630350194552,4,108417.690391735,-5817.69039173459
-121.24,39.65,35,632,148,221,102,2.3684,62500,1.45098039215686,6.19607843137255,4,63094.274738644,-594.274738643951
-121.19,39.55,17,1483,284,481,211,1.4896,83300,1.34597156398104,7.02843601895735,4,121717.560473832,-38417.5604738317
-121.36,39.52,15,2490,527,1229,497,2.3917,85700,1.06036217303823,5.01006036217304,4,77079.855619974,8620.14438002594
-121.56,39.52,26,1957,429,945,397,1.7308,53600,1.08060453400504,4.92947103274559,4,69338.9800459246,-15738.9800459246
-121.54,39.6,15,886,204,576,205,2.1467,84100,0.995121951219512,4.3219512195122,4,77568.3139864108,6531.68601358916
-121.46,39.54,14,5549,1000,1822,919,2.9562,142300,1.08813928182807,6.03808487486398,4,124188.541190645,18111.4588093547
-121.53,39.53,35,1806,293,683,295,4.5156,91200,0.993220338983051,6.12203389830508,4,134901.380803606,-43701.3808036061
-121.54,39.51,33,3585,757,1887,765,2.502,62100,0.989542483660131,4.68627450980392,4,78176.4326413871,-16076.4326413871
-121.56,39.51,47,1064,245,603,190,1.3654,57900,1.28947368421053,5.6,4,51631.0995038934,6268.90049610655
-121.56,39.51,46,1885,385,871,347,1.6352,53100,1.10951008645533,5.43227665706052,4,63502.3723605014,-10402.3723605014
-121.57,39.48,15,202,54,145,40,0.8252,42500,1.35,5.05,4,70098.1310694224,-27598.1310694224
-121.54,39.47,14,1724,315,939,302,2.4952,53900,1.04304635761589,5.70860927152318,4,86114.415500987,-32214.415500987
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,1.09090909090909,5.83916083916084,4,98060.459372651,-9160.45937265099
-121.55,39.44,31,1434,283,811,289,1.7727,49000,0.97923875432526,4.96193771626298,4,61109.8852156259,-12109.8852156259
-121.65,39.35,24,1003,251,1098,227,1.7552,86400,1.1057268722467,4.41850220264317,4,56950.6542677873,29449.3457322127
-121.69,39.36,34,842,186,635,165,1.8355,63000,1.12727272727273,5.1030303030303,4,66243.4896882262,-3243.48968822621
-121.74,39.38,27,2596,435,1100,409,2.3243,85500,1.06356968215159,6.34718826405868,4,81978.7588905375,3521.2411094625
-121.79,39.48,39,1105,180,408,166,3.3929,82100,1.08433734939759,6.6566265060241,4,97945.8918743743,-15845.8918743743
-120.55,38.07,27,1199,224,463,199,2.9063,92200,1.12562814070352,6.0251256281407,4,123910.459329881,-31710.4593298811
-120.72,38.24,32,2685,543,1061,492,2.5473,101600,1.10365853658537,5.45731707317073,4,121470.61941213,-19870.6194121299
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,1.08333333333333,5.26063829787234,4,104854.435052559,-12254.4350525587
-120.43,38.25,13,763,161,311,125,2.4583,112500,1.288,6.104,4,92727.1165946603,19772.8834053397
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72000,1.05429071803853,5.63922942206655,4,107256.108775104,-35256.1087751044
-122.04,39.22,27,1446,295,670,281,3.2625,92800,1.04982206405694,5.14590747330961,4,104988.341881645,-12188.3418816453
-122.17,39.31,35,2791,552,1395,476,2.5625,62700,1.15966386554622,5.86344537815126,4,74123.7049685871,-11423.7049685871
-121.72,38,7,7957,1314,4460,1293,4.9618,156500,1.01624129930394,6.153905645785,4,167249.461675595,-10749.4616755952
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,1.05055147058824,6.53033088235294,4,177187.548740149,-8387.54874014878
-121.68,37.98,19,3388,599,1707,575,3.6411,162800,1.04173913043478,5.89217391304348,4,141919.559863385,20880.4401366151
-121.67,37.99,22,1046,195,527,164,4.375,213500,1.1890243902439,6.3780487804878,4,170312.825196963,43187.1748030367
-121.7,37.93,19,2005,405,972,403,2.2216,156700,1.00496277915633,4.97518610421836,4,120344.47674982,36355.5232501799
-121.82,38.01,42,1017,253,798,266,2.1719,99100,0.951127819548872,3.82330827067669,4,83027.0055356877,16072.9944643123
-121.84,38.02,46,66,22,37,21,0.536,87500,1.04761904761905,3.14285714285714,4,204771.221235056,-117271.221235056
-121.79,38.01,17,4032,814,1749,618,3.1728,146800,1.31715210355987,6.52427184466019,4,133311.430446269,13488.5695537311
-121.78,38,8,2371,375,1094,396,5.3245,174500,0.946969696969697,5.98737373737374,4,177355.634317543,-2855.63431754304
-121.81,37.99,18,2807,445,1315,437,4.8194,170400,1.01830663615561,6.4233409610984,4,165850.139751064,4549.86024893573
-121.82,38,30,3268,567,1714,565,4.4583,131000,1.00353982300885,5.78407079646018,4,138601.286337784,-7601.28633778376
-121.83,37.99,23,1970,296,935,279,4.4853,145900,1.06093189964158,7.06093189964158,4,171223.005481999,-25323.0054819994
-121.84,37.99,15,2380,385,1292,388,4.6029,142600,0.992268041237113,6.1340206185567,4,150727.60692019,-8127.60692018995
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,1.01986754966887,6.44370860927152,4,192896.335152772,-28196.3351527718
-121.79,37.99,18,3646,534,1651,535,5.7321,164700,0.998130841121495,6.81495327102804,4,222808.669300614,-58108.6693006144
-121.9,38.04,36,1489,331,838,259,1.2024,90200,1.27799227799228,5.74903474903475,4,69283.8803417491,20916.1196582509
-121.86,38.04,52,242,59,188,54,1.3958,67500,1.09259259259259,4.48148148148148,4,107316.536607326,-39816.5366073265
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,0.991935483870968,4.19354838709677,4,117889.772004899,63910.2279951012
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,1.06821963394343,4.43344425956739,4,132501.173884455,17498.8261155446
-121.89,37.99,4,2171,597,928,461,4.1016,170500,1.29501084598698,4.70932754880694,4,157222.522220677,13277.4777793231
-121.88,37.99,16,3787,515,1606,507,5.5676,174200,1.01577909270217,7.46942800788955,4,196287.735776836,-22087.7357768355
-121.9,38.02,12,1497,360,943,341,2.1417,122200,1.05571847507331,4.3900293255132,4,98984.1872151071,23215.8127848929
-121.92,38.02,8,2750,479,1526,484,5.102,156500,0.989669421487603,5.68181818181818,4,166542.651185221,-10042.6511852206
-121.89,38.01,32,1000,188,663,212,4.0972,99200,0.886792452830189,4.71698113207547,4,121635.117815254,-22435.117815254
-121.95,38.03,5,5526,1102,3207,1012,4.0767,143100,1.08893280632411,5.4604743083004,4,145159.143426223,-2059.1434262227
-122,38.03,4,2341,408,1235,431,6.0424,165900,0.946635730858469,5.43155452436195,4,196326.368272393,-30426.3682723925
-122.11,38.01,39,1313,306,575,231,3.1711,116100,1.32467532467532,5.68398268398268,4,127450.746326954,-11350.7463269535
-122.12,38.01,50,1300,263,691,239,3.9519,126500,1.10041841004184,5.43933054393305,4,140830.327506099,-14330.3275060993
-122.09,38.02,37,1742,339,1128,345,3.8824,113700,0.982608695652174,5.04927536231884,4,99195.3217386834,14504.6782613166
-122.11,38,9,3424,583,1460,543,5.76,212600,1.07366482504604,6.30570902394107,4,237290.073908053,-24690.0739080532
-122.11,37.99,10,2864,514,1300,507,4.3875,287700,1.0138067061144,5.64891518737673,4,175004.427814254,112695.572185746
-122.11,37.98,11,4371,679,1790,660,6.135,297300,1.02878787878788,6.62272727272727,4,259175.321389137,38124.6786108633
-122.05,37.95,34,1408,277,738,269,4.175,169400,1.02973977695167,5.23420074349442,4,157542.297144311,11857.7028556887
-122.08,37.94,44,2185,357,943,366,4.725,232100,0.975409836065574,5.96994535519126,4,218292.075212136,13807.9247878639
-122.05,38,36,2476,472,1213,393,3.7333,136400,1.20101781170483,6.30025445292621,4,125240.371188562,11159.6288114379
-122.03,37.99,37,1755,327,882,350,4.59,166600,0.934285714285714,5.01428571428571,4,155452.276078235,11147.7239217655
-121.97,37.97,24,1330,183,656,205,5.0092,244100,0.892682926829268,6.48780487804878,4,178586.77282382,65513.2271761804
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,1.10650887573965,4.97830374753452,4,162447.855648772,-35747.8556487725
-121.98,37.95,16,2984,406,1317,397,6.7821,265900,1.02267002518892,7.51637279596977,4,288473.805951146,-22573.805951146
-122.02,37.97,36,2342,436,1191,416,4,171000,1.04807692307692,5.62980769230769,4,132304.538625826,38695.4613741744
-122.03,37.97,45,1613,338,865,336,3.25,151100,1.00595238095238,4.80059523809524,4,121549.756017521,29550.2439824788
-122.04,37.97,21,6445,1839,3621,1735,2.5841,112500,1.05994236311239,3.71469740634006,4,138489.985055257,-25989.9850552567
-122.05,37.96,35,2190,384,1154,401,3.8456,159800,0.957605985037406,5.46134663341646,4,141325.1659804,18474.8340195996
-122.04,37.96,27,2587,729,1500,623,1.837,175000,1.17014446227929,4.15248796147673,4,121636.804561722,53363.1954382782
-122.05,37.92,14,12713,2558,4741,2412,4.7094,234700,1.06053067993366,5.27072968490879,4,231431.014621751,3268.9853782494
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367700,1.04101722723544,8.27973748974569,4,392306.529037816,-24606.5290378159
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,0.978651685393258,6.11011235955056,4,255646.09467515,19653.9053248501
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100,1.06140963014655,5.02512212142359,4,176178.744130524,75921.2558694764
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,1.08040935672515,5.66081871345029,4,240793.132642768,-15793.1326427681
-122.07,37.91,28,1731,295,810,295,5.0391,259800,1,5.86779661016949,4,229955.393990641,29844.6060093587
-122.07,37.89,38,2139,343,809,340,5.5636,268800,1.00882352941176,6.29117647058824,4,277343.037504138,-8543.03750413802
-122.04,37.89,33,2423,322,998,346,7.5349,349100,0.930635838150289,7.0028901734104,4,387237.850998852,-38137.8509988515
-122.04,37.85,27,6039,780,2181,761,9.5862,469400,1.02496714848883,7.93561103810775,4,484184.702021673,-14784.702021673
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,0.988603988603989,7.3048433048433,4,264347.931209181,10652.0687908193
-121.95,37.74,19,1127,170,518,167,6.3325,250000,1.01796407185629,6.74850299401198,4,271308.085717973,-21308.0857179732
-121.92,37.73,24,1407,327,501,295,2.4821,157200,1.10847457627119,4.76949152542373,4,155546.381795992,1653.61820400797
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,1.04228855721393,8.27363184079602,4,362331.671748069,-18831.6717480693
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,0.965834428383706,6.72930354796321,4,295970.504093542,129.495906457887
-121.98,37.8,17,3354,422,1457,425,7.6473,345800,0.992941176470588,7.89176470588235,4,373688.115324761,-27888.1153247611
-121.98,37.81,18,2903,387,1127,372,5.5921,359100,1.04032258064516,7.80376344086022,4,298920.99808963,60179.0019103696
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,1.09711286089239,8.60629921259843,4,457123.006972138,-101123.006972138
-121.96,37.74,2,200,20,25,9,15.0001,350000,2.22222222222222,22.2222222222222,4,433827.289494503,-83827.2894945029
-121.97,37.76,8,3743,581,1633,567,6.7027,381900,1.02469135802469,6.60141093474427,4,318654.864497388,63245.1355026117
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,1.06335797254488,7.64625131995776,4,356458.077372069,-31858.077372069
-122.03,37.83,24,5948,738,1997,710,9.8708,500001,1.03943661971831,8.3774647887324,4,493722.0989595,6278.90104050026
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294800,1.0606531881804,6.38646967340591,4,244350.90174265,50449.0982573498
-121.99,37.81,17,465,83,146,75,4.9018,188500,1.10666666666667,6.2,4,251754.638775506,-63254.6387755063
-122.02,37.8,11,6200,907,2286,896,7.6518,359300,1.01227678571429,6.91964285714286,4,389520.666300531,-30220.6663005313
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,1.04038004750594,7.19952494061758,4,343541.258900163,-56241.2589001631
